Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Inmode ltd,INMD,"",3181662.0,117435000.0,0.1378,0.2268,147,598300.0,23.159743,addition,3.8222193,Q1 2020,HEALTH CARE,13F,03/31/2022,51.8093,
Walmart inc,WMT,"",788552.0,117431000.0,0.1378,0.0599,148,455600.0,136.836541,addition,0.0287672,Q1 2012,CONSUMER STAPLES,13F,03/31/2022,144.3937,
Msci inc,MSCI,"",233021.0,117182000.0,0.1375,0.0169,149,210900.0,953.392704,addition,0.2867319,Q4 2021,FINANCE,13F,03/31/2022,513.3044,
Garmin ltd,GRMN,"",987042.0,117073000.0,0.1374,0.0566,150,652700.0,195.219266,addition,0.5110896,Q1 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,124.5581,
Tjx companies inc.,TJX,"",1921900.0,116429000.0,0.1366,,151,1921900.0,,new,0.1640356,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,60.58,
Kellogg co.,K,"",1794111.0,115702000.0,0.1358,0.1733,152,-367900.0,-17.016565,reduction,0.5310022,Q3 2015,CONSUMER STAPLES,13F,03/31/2022,60.32,
Li auto inc. ads,LI,"",4473700.0,115466000.0,0.1355,0.0684,153,2759800.0,161.024564,addition,0.5232693,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,27.9286,
Coupa software inc,COUP,"",1128200.0,114659000.0,0.1346,0.1514,154,358300.0,46.538511,addition,1.4932996,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,153.8757,
Nio inc,NIO,"",5401600.0,113704000.0,0.1334,0.0086,155,5183600.0,2377.798165,addition,0.3549117,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,22.3475,
Gold fields ltd adr,GFI,"",7350784.0,113643000.0,0.1334,0.0962,156,317100.0,4.508306,addition,0.8246543,Q1 2011,MATERIALS,13F,03/31/2022,4.4465,
Morningstar inc,MORN,"",415570.0,113521000.0,0.1332,0.1748,157,4670.0,1.13653,addition,0.9725349,Q4 2011,COMMUNICATIONS,13F,03/31/2022,95.7465,
Usana health sciences inc.,USNA,"",1424263.0,113158000.0,0.1328,0.1833,158,-31834.0,-2.186255,reduction,7.4240221,Q2 2005,CONSUMER STAPLES,13F,03/31/2022,52.55,
Schlumberger ltd.,SLB,"",2736004.0,113024000.0,0.1326,0.0365,159,1756000.0,179.182942,addition,0.1935677,Q3 2021,ENERGY,13F,03/31/2022,37.2016,
Docusign inc,DOCU,"",1042900.0,111715000.0,0.1311,0.0234,160,919400.0,744.453441,addition,0.5215960,Q3 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,124.7977,
Tyson foods  inc.,TSN,"",1242457.0,111361000.0,0.1307,0.0903,161,409600.0,49.180111,addition,0.4261718,Q3 2020,CONSUMER STAPLES,13F,03/31/2022,81.3514,
Grupo aeroportuario del pacifico  s.a.b de c.v. adr,PAC,"",690400.0,111313000.0,0.1306,0.1203,162,-13100.0,-1.862118,reduction,1.6278877,Q2 2010,TRANSPORTS,13F,03/31/2022,83.2,
Baxter international inc.,BAX,"",1434000.0,111192000.0,0.1305,0.0586,163,885032.0,161.217412,addition,0.2847901,Q1 2020,HEALTH CARE,13F,03/31/2022,78.6846,
China petroleum & chemical corp. sponsored adr,SNP,"",2213544.0,109615000.0,0.1286,0.133,164,-85746.0,-3.729238,reduction,0.8675992,Q2 2012,ENERGY,13F,03/31/2022,66.73,
Nova measuring instruments ltd,NVMI,"",999786.0,108857000.0,0.1277,0.2008,165,-101700.0,-9.232982,reduction,3.4863312,Q3 2009,INFORMATION TECHNOLOGY,13F,03/31/2022,10.69,
Workiva inc,WK,"",917700.0,108289000.0,0.1271,0.1344,166,90000.0,10.873505,addition,1.9044741,Q4 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,40.0192,
General electric co,GE,"",1179957.0,107966000.0,0.1267,0.2555,167,-994122.0,-45.726121,reduction,0.1072040,Q1 2019,INDUSTRIALS,13F,03/31/2022,540.06,
Norfolk southern corp.,NSC,"",377500.0,107671000.0,0.1264,0.0999,168,107700.0,39.918458,addition,0.1583922,Q2 2021,TRANSPORTS,13F,03/31/2022,267.4382,
Colliers international group inc,CIGI,"",821800.0,107169000.0,0.1258,0.1531,169,-6200.0,-0.748792,reduction,1.9589411,Q1 2007,REAL ESTATE,13F,03/31/2022,44.56,
Dr. reddys laboratories ltd adr,RDY,"",1912238.0,106569000.0,0.1251,0.1558,170,-2500.0,-0.130566,reduction,1.1488983,Q1 2017,HEALTH CARE,13F,03/31/2022,39.21,
Bio-rad laboratories inc class a,BIO,"",187800.0,105775000.0,0.1241,0.0528,171,131600.0,234.163701,addition,0.7549138,Q2 2002,HEALTH CARE,13F,03/31/2022,581.9065,
Philippine long distance telephone co adr,PHI,"",2999461.0,105401000.0,0.1237,0.1357,172,-53300.0,-1.74596,reduction,1.3882809,Q3 2004,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,42.32,
Snap inc class a,SNAP,"",2913800.0,104868000.0,0.1231,,173,2913800.0,,new,0.2101455,Q1 2022,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,35.99,
Murphy usa inc,MUSA,"",523400.0,104659000.0,0.1228,0.13,174,-1000.0,-0.190694,reduction,2.1626677,Q4 2017,ENERGY,13F,03/31/2022,97.84,
Illumina inc,ILMN,"",298318.0,104232000.0,0.1223,0.1796,175,-81100.0,-21.374843,reduction,0.1898905,Q1 2020,HEALTH CARE,13F,03/31/2022,405.61,
Twitter inc,TWTR,"",2683196.0,103813000.0,0.1218,0.2368,176,-1721000.0,-39.076372,reduction,0.3513980,Q1 2021,COMMUNICATIONS,13F,03/31/2022,43.84,
General motors co,GM,"",2368500.0,103598000.0,0.1216,0.0127,177,2194000.0,1257.30659,addition,0.1624217,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,44.4009,
Costco co.,COST,"",179500.0,103365000.0,0.1213,0.1211,178,8100.0,4.725788,addition,0.0405226,Q2 2011,CONSUMER STAPLES,13F,03/31/2022,475.9797,
Nokia corp. adr class a adr,NOK,"",18786680.0,102575000.0,0.1204,0.1794,179,-4402700.0,-18.985846,reduction,0.3298072,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,5.94,
Expeditors international of washington inc,EXPD,"",990616.0,102192000.0,0.1199,0.0147,180,902600.0,1025.495364,addition,0.5905175,Q3 2021,TRANSPORTS,13F,03/31/2022,104.5789,
Yamana gold inc.,AUY,"",18245781.0,101811000.0,0.1195,0.1209,181,-4790523.0,-20.795536,reduction,1.8985468,Q4 2017,MATERIALS,13F,03/31/2022,3.63,
Xylem inc,XYL,"",1183400.0,100897000.0,0.1184,0.0248,182,1017500.0,613.321278,addition,0.6571060,Q4 2021,INDUSTRIALS,13F,03/31/2022,90.119,
Innoviva inc,INVA,"",5213633.0,100884000.0,0.1184,0.1136,183,-81500.0,-1.539149,reduction,7.4934162,Q1 2017,HEALTH CARE,13F,03/31/2022,14.75,
Sanderson farms  inc.,SAFM,"",536618.0,100611000.0,0.1181,0.0891,184,161600.0,43.091265,addition,2.4041818,Q3 2015,CONSUMER STAPLES,13F,03/31/2022,146.2226,
Vector group ltd. (liggett group inc. - brooke group ltd.),VGR,"",8355263.0,100597000.0,0.1181,0.1212,185,-133210.0,-1.569305,reduction,5.3926432,Q3 2005,CONSUMER STAPLES,13F,03/31/2022,13.73,
Shaw communications inc class b,SJR,"",3230639.0,100328000.0,0.1177,0.0778,186,1169005.0,56.702839,addition,0.6772805,Q3 2013,COMMUNICATIONS,13F,03/31/2022,24.3267,
Laboratory corp of america holdings,LH,"",380005.0,100192000.0,0.1176,0.1849,187,-92900.0,-19.644537,reduction,0.4099299,Q3 2014,HEALTH CARE,13F,03/31/2022,279.85,
Chubb limited,CB,"",468399.0,100191000.0,0.1176,0.0713,188,172090.0,58.077885,addition,0.1105467,Q2 2021,FINANCE,13F,03/31/2022,200.8748,
Hologic inc.,HOLX,"",1300461.0,99901000.0,0.1172,0.0642,189,626100.0,92.843447,addition,0.5214757,Q4 2018,HEALTH CARE,13F,03/31/2022,76.3637,
Simon property group  inc.,SPG,"",756005.0,99460000.0,0.1167,0.1244,190,130400.0,20.843823,addition,0.2300415,Q3 2021,REAL ESTATE,13F,03/31/2022,138.627,
Nomad foods ltd,NOMD,"",4380779.0,98918000.0,0.1161,0.1401,191,-53400.0,-1.204282,reduction,2.5390457,Q2 2018,CONSUMER STAPLES,13F,03/31/2022,23.12,
Te connectivity ltd,TEL,"",754745.0,98857000.0,0.116,0.0855,192,328945.0,77.253405,addition,0.2342664,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,137.3945,
Trane technologies plc,TT,"",642268.0,98074000.0,0.1151,0.0243,193,545500.0,563.719411,addition,0.2746374,Q3 2021,INDUSTRIALS,13F,03/31/2022,155.7058,
Ryanair holdings adr,RYAAY,"",1124851.0,97997000.0,0.115,0.157,194,-108220.0,-8.776461,reduction,0.4954490,Q1 2007,TRANSPORTS,13F,03/31/2022,65.84,
Camden property trust,CPT,"",587800.0,97692000.0,0.1146,0.027,195,466400.0,384.184514,addition,0.5518168,Q4 2021,REAL ESTATE,13F,03/31/2022,168.7775,
Hsbc holdings plc adr,HSBC,"",2805243.0,95995000.0,0.1127,0.1112,196,-158100.0,-5.335191,reduction,0.0699772,Q3 2017,FINANCE,13F,03/31/2022,35.88,
Premier inc,PINC,"",2677389.0,95288000.0,0.1118,0.1397,197,-50900.0,-1.865638,reduction,2.2692300,Q1 2015,HEALTH CARE,13F,03/31/2022,38.86,
Marriott international inc/md,MAR,"",530416.0,93221000.0,0.1094,,198,530416.0,,new,0.1620588,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,175.75,
Nasdaq inc,NDAQ,"",519600.0,92593000.0,0.1087,0.0003,199,518400.0,43200.0,addition,0.5436474,Q4 2021,FINANCE,13F,03/31/2022,178.2735,
Macys inc,M,"",3796764.0,92489000.0,0.1085,0.0547,200,2118174.0,126.187693,addition,1.4076018,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,21.7339,
Papa johns international inc.,PZZA,"",878168.0,92454000.0,0.1085,0.1407,201,30700.0,3.622556,addition,2.4533323,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,74.4276,
Amgen  inc.,AMGN,"",379545.0,91782000.0,0.1077,0.3084,202,-722308.0,-65.553935,reduction,0.0710492,Q4 2007,HEALTH CARE,13F,03/31/2022,223.27,
Illinois tool works inc,ITW,"",436800.0,91466000.0,0.1073,,203,436800.0,,new,0.1402504,Q1 2020,INDUSTRIALS,13F,03/31/2022,209.4,
Telus corp. non-voting shares,TU,"",3490166.0,91248000.0,0.1071,0.091,204,385766.0,12.426427,addition,0.2527544,Q2 2005,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,16.5337,
Corning inc.,GLW,"",2441600.0,90119000.0,0.1058,0.1106,205,54400.0,2.27882,addition,0.2890793,Q2 2021,MATERIALS,13F,03/31/2022,37.0664,
Mp materials corp,MP,"",1568700.0,89949000.0,0.1056,0.0086,206,1415700.0,925.294118,addition,0.8836411,Q3 2021,FINANCE,13F,03/31/2022,55.8214,
Blackstone group inc,BX,"",708200.0,89899000.0,0.1055,0.0596,207,337900.0,91.250338,addition,0.1010669,Q4 2021,FINANCE,13F,03/31/2022,128.221,
Valvoline inc,VVV,"",2838824.0,89593000.0,0.1051,0.1517,208,-431300.0,-13.189102,reduction,1.5930758,Q2 2019,MATERIALS,13F,03/31/2022,23.2,
Public service enterprise group inc,PEG,"",1247000.0,87290000.0,0.1024,0.049,209,656400.0,111.141212,addition,0.2497702,Q2 2016,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,67.9871,
Coca-cola femsa  s.a.b. de c.v. adr,KOF,"",1584905.0,87091000.0,0.1022,0.1102,210,-32000.0,-1.97909,reduction,3.0176707,Q1 2005,CONSUMER STAPLES,13F,03/31/2022,63.67,
Crowdstrike holdings inc,CRWD,"",382200.0,86790000.0,0.1019,0.0463,211,200600.0,110.462555,addition,0.1790846,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,174.1395,
Walgreens boots alliance inc.,WBA,"",1910000.0,85511000.0,0.1004,0.0443,212,1227700.0,179.935512,addition,0.2209992,Q1 2020,CONSUMER STAPLES,13F,03/31/2022,45.2308,
Shutterstock inc,SSTK,"",909501.0,84656000.0,0.0993,0.1234,213,15000.0,1.676913,addition,2.5098482,Q1 2015,COMMUNICATIONS,13F,03/31/2022,45.6946,
Bath & body works inc (l brands),BBWI,"",1765333.0,84383000.0,0.099,,214,1765333.0,,new,0.7717790,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,47.8,
Asml holding nv (adr),ASML,"",125525.0,83844000.0,0.0984,0.0005,215,125022.0,24855.26839,addition,0.0308814,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,668.4438,
V.f. corp. (vanity fair mills inc.),VFC,"",1473900.0,83806000.0,0.0983,,216,1473900.0,,new,0.3794020,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,56.86,
Pinduoduo inc,PDD,"",2087700.0,83738000.0,0.0983,0.0742,217,1064300.0,103.996482,addition,0.1651158,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,50.517,
At&t inc. (southwestern bell - sbc corp.),T,"",4689457.06,83695000.0,0.0982,0.5733,218,-20113678.4,-81.093289,reduction,0.0494746,Q1 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,24.67,
Mid-america apartment communities  inc.,MAA,"",398749.0,83518000.0,0.098,0.0033,219,387300.0,3382.828195,addition,0.3454538,Q4 2021,REAL ESTATE,13F,03/31/2022,210.024,
Ringcentral inc,RNG,"",712400.0,83500000.0,0.098,,220,712400.0,,new,0.8386827,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,117.21,
Old dominion freight line inc,ODFL,"",277741.0,82956000.0,0.0974,0.0003,221,277041.0,39577.285714,addition,0.2450214,Q4 2021,TRANSPORTS,13F,03/31/2022,298.8305,
Liberty global plc class a,LBTYA,"",3250852.0,82929000.0,0.0973,0.1204,222,-236500.0,-6.78165,reduction,1.8562390,Q3 2018,COMMUNICATIONS,13F,03/31/2022,23.32,
Eog resources inc,EOG,"",681800.0,81291000.0,0.0954,0.1179,223,-384700.0,-36.071261,reduction,0.1164050,Q3 2021,ENERGY,13F,03/31/2022,82.78,
Rio tinto plc (nyse) adr,RIO,"",1008100.0,81051000.0,0.0951,0.1101,224,-314000.0,-23.750095,reduction,0.0806986,Q3 2018,MATERIALS,13F,03/31/2022,65.77,
Bp plc adr (british petroleum),BP,"",2730769.0,80285000.0,0.0942,0.0713,225,577900.0,26.84325,addition,0.0848995,Q2 2017,ENERGY,13F,03/31/2022,27.2162,
Tfs financial corp,TFSL,"",4815802.0,79942000.0,0.0938,0.1102,226,-140500.0,-2.834775,reduction,1.7150468,Q3 2007,FINANCE,13F,03/31/2022,13.3,
Crown castle international corp,CCI,"",430898.0,79544000.0,0.0933,0.0228,227,343195.0,391.315006,addition,0.0995073,Q3 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,182.3041,
Copart inc.,CPRT,"",631744.0,79265000.0,0.093,0.0509,228,362037.0,134.233446,addition,0.2658043,Q1 2021,INDUSTRIALS,13F,03/31/2022,131.1267,
Extra space storage  inc.,EXR,"",385000.0,79156000.0,0.0929,0.0383,229,249100.0,183.296542,addition,0.2867146,Q1 2018,REAL ESTATE,13F,03/31/2022,191.297,
Booking holdings inc. (priceline),BKNG,"",33699.0,79140000.0,0.0929,0.1683,230,-22700.0,-40.248941,reduction,0.0829549,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,2364.91,
Warrior met coal inc,HCC,"",2125379.0,78873000.0,0.0926,0.0389,231,909000.0,74.729998,addition,4.1147131,Q3 2017,ENERGY,13F,03/31/2022,28.9145,
Zebra technologies corp,ZBRA,"",190131.0,78657000.0,0.0923,0.0834,232,77500.0,68.808765,addition,0.3620589,Q4 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,460.9428,
Cvs health corp. (melville shoe),CVS,"",774819.0,78419000.0,0.092,0.0241,233,586919.0,312.357105,addition,0.0590874,Q4 2018,CONSUMER STAPLES,13F,03/31/2022,94.9096,
Aon plc,AON,"",240700.0,78379000.0,0.092,0.0762,234,37000.0,18.163967,addition,0.1133325,Q1 2020,FINANCE,13F,03/31/2022,271.5695,
Tenaris sa ads adr,TS,"",2602828.0,78267000.0,0.0918,0.0888,235,-819600.0,-23.947911,reduction,0.4409567,Q1 2017,ENERGY,13F,03/31/2022,18.92,
Celanese corp,CE,"",547800.0,78264000.0,0.0918,0.0265,236,421200.0,332.701422,addition,0.5057755,Q1 2021,MATERIALS,13F,03/31/2022,148.6916,
Teledyne technologies  inc.,TDY,"",165227.0,78091000.0,0.0916,0.0959,237,-11300.0,-6.401287,reduction,0.3527262,Q4 2019,INDUSTRIALS,13F,03/31/2022,425.83,
First solar inc,FSLR,"",931000.0,77962000.0,0.0915,0.0579,238,397100.0,74.377224,addition,0.8734952,Q4 2021,INDUSTRIALS,13F,03/31/2022,85.7013,
Royal gold inc,RGLD,"",550242.0,77738000.0,0.0912,0.0833,239,-86027.0,-13.520539,reduction,0.8382849,Q2 2019,MATERIALS,13F,03/31/2022,111.24,
Casella waste systems inc,CWST,"",883801.0,77465000.0,0.0909,0.092,240,18100.0,2.090791,addition,1.7449002,Q1 2012,INDUSTRIALS,13F,03/31/2022,15.0382,
Alamos gold inc,AGI,"",9177531.0,77275000.0,0.0907,0.0823,241,579511.0,6.740052,addition,2.3424575,Q4 2017,MATERIALS,13F,03/31/2022,5.9935,
Independence realty trust inc,IRT,"",2896641.0,76587000.0,0.0899,0.0822,242,339100.0,13.258829,addition,1.3097422,Q1 2015,REAL ESTATE,13F,03/31/2022,13.0371,
Star bulk carriers corp,SBLK,"",2576600.0,76499000.0,0.0898,0.0098,243,2227800.0,638.704128,addition,2.5187996,Q3 2016,TRANSPORTS,13F,03/31/2022,28.3891,
Penn national gaming inc.,PENN,"",1789038.0,75891000.0,0.0891,0.0643,244,791500.0,79.345348,addition,1.0725467,Q1 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,51.319,
Progressive corp.,PGR,"",663600.0,75644000.0,0.0888,0.0091,245,592200.0,829.411765,addition,0.1134597,Q3 2021,FINANCE,13F,03/31/2022,112.0285,
The trade desk inc class a,TTD,"",1082400.0,74956000.0,0.088,0.1346,246,-97800.0,-8.286731,reduction,0.2448366,Q1 2018,COMMUNICATIONS,13F,03/31/2022,91.64,
Antero resources corp,AR,"",2450300.0,74808000.0,0.0878,0.0145,247,1782100.0,266.701586,addition,0.7876622,Q1 2021,ENERGY,13F,03/31/2022,25.2614,
Mercury general corp.,MCY,"",1359400.0,74767000.0,0.0877,0.0987,248,-136000.0,-9.094557,reduction,2.4550701,Q3 2015,FINANCE,13F,03/31/2022,51.68,
Bunge ltd. adr,BG,"",673600.0,74642000.0,0.0876,,249,673600.0,,new,0.4439411,Q3 2021,CONSUMER STAPLES,13F,03/31/2022,110.81,
Monolithic power systems inc,MPWR,"",153526.0,74565000.0,0.0875,0.1112,250,-27660.0,-15.26608,reduction,0.3291512,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,440.2,
Dow inc,DOW,"",1166500.0,74329000.0,0.0872,0.1089,251,-376646.0,-24.407671,reduction,0.1602111,Q4 2020,MATERIALS,13F,03/31/2022,57.56,
Conagra brands inc,CAG,"",2208499.0,74139000.0,0.087,0.0879,252,139908.0,6.763444,addition,0.4602236,Q3 2019,CONSUMER STAPLES,13F,03/31/2022,34.6471,
Doordash  inc.,DASH,"",630200.0,73853000.0,0.0867,0.1765,253,-322700.0,-33.865044,reduction,0.1983882,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,183.47,
U.s. silica holdings  inc.,SLCA,"",3957008.0,73838000.0,0.0867,0.0468,254,-44982.0,-1.123991,reduction,5.2426438,Q1 2019,INDUSTRIALS,13F,03/31/2022,6.4,
Marsh & mclennan companies  inc.,MMC,"",432101.0,73639000.0,0.0864,0.041,255,242600.0,128.020433,addition,0.0860907,Q2 2020,FINANCE,13F,03/31/2022,161.9032,
Yum! brands  inc. (tricon global restaurants),YUM,"",617400.0,73180000.0,0.0859,0.0485,256,336400.0,119.715302,addition,0.2165071,Q4 2016,CONSUMER DISCRETIONARY,13F,03/31/2022,118.8076,
Electronic arts  inc.,EA,"",578064.0,73131000.0,0.0858,0.0166,257,476864.0,471.209486,addition,0.2067498,Q2 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,126.8391,
Sturm  ruger & co.  inc.,RGR,"",1040776.0,72459000.0,0.085,0.0872,258,10201.0,0.989836,addition,5.9022907,Q3 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,59.9062,
Liberty global plc class c,LBTYK,"",2795520.0,72432000.0,0.085,0.0991,259,-40300.0,-1.421106,reduction,0.8660459,Q4 2011,COMMUNICATIONS,13F,03/31/2022,21.73,
Western digital corp,WDC,"",1451033.0,72044000.0,0.0845,0.0216,260,1185100.0,445.638563,addition,0.4633404,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,52.5017,
Occidental petroleum corp.,OXY,"",1267384.0,71911000.0,0.0844,0.1562,261,-3063157.0,-70.733818,reduction,0.1352322,Q4 2020,ENERGY,13F,03/31/2022,29.8,
Modivcare inc,MODV,"",612299.0,70653000.0,0.0829,0.1159,262,-15800.0,-2.515527,reduction,4.3589335,Q2 2009,HEALTH CARE,13F,03/31/2022,32.63,
Workday inc,WDAY,"",293771.0,70346000.0,0.0826,,263,293771.0,,new,1.5461632,Q3 2015,COMMUNICATIONS,13F,03/31/2022,239.46,
Netapp inc.,NTAP,"",847022.0,70303000.0,0.0825,0.1483,264,-449232.0,-34.656171,reduction,0.3829379,Q4 2013,INFORMATION TECHNOLOGY,13F,03/31/2022,74.58,
Kinder morgan inc. (de),KMI,"",3700131.0,69969000.0,0.0821,,265,3700131.0,,new,0.1631831,Q2 2020,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,18.91,
Okta inc,OKTA,"",458700.0,69245000.0,0.0813,,266,458700.0,,new,0.3041716,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,150.96,
Halliburton co.,HAL,"",1818661.0,68873000.0,0.0808,,267,1818661.0,,new,0.2016308,Q3 2021,ENERGY,13F,03/31/2022,37.87,
Wns (holdings) ltd adr,WNS,"",804000.0,68734000.0,0.0807,0.0971,268,-80800.0,-9.132007,reduction,1.6458578,Q1 2012,INFORMATION TECHNOLOGY,13F,03/31/2022,33.81,
S&p global inc. (mcgraw-hill inc.),SPGI,"",167022.0,68509000.0,0.0804,0.169,269,-120878.0,-41.986106,reduction,0.0491386,Q4 2019,COMMUNICATIONS,13F,03/31/2022,383.53,
Church & dwight co.  inc.,CHD,"",686453.0,68220000.0,0.0801,0.0796,270,62400.0,9.999151,addition,0.2827573,Q1 2019,CONSUMER STAPLES,13F,03/31/2022,78.4889,
Fomento economico mexicano s.a.b. de cv adr,FMX,"",820400.0,67970000.0,0.0798,0.0756,271,38200.0,4.883661,addition,0.3796078,Q1 2012,CONSUMER STAPLES,13F,03/31/2022,73.5921,
Dell technologies inc,DELL,"",1350877.0,67801000.0,0.0796,0.1617,272,-963177.0,-41.622927,reduction,0.5084471,Q4 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,51.68,
Brookfield renewable corporation class a,BEPC,"",1541541.0,67519000.0,0.0792,0.0747,273,-88600.0,-5.435113,reduction,0.8950773,Q3 2020,FINANCE,13F,03/31/2022,39.01,
Owens & minor  inc (holding co.),OMI,"",1529950.0,67348000.0,0.079,0.0888,274,-110000.0,-6.707522,reduction,2.0102022,Q1 2019,INDUSTRIALS,13F,03/31/2022,9.84,
Radware ltd.,RDWR,"",2068839.0,66141000.0,0.0776,0.1033,275,74400.0,3.730372,addition,4.5718576,Q3 2014,INFORMATION TECHNOLOGY,13F,03/31/2022,21.2017,
Cme group inc,CME,"",276589.0,65789000.0,0.0772,0.0252,276,188000.0,212.215964,addition,0.0769547,Q3 2021,FINANCE,13F,03/31/2022,223.6135,
Cal-maine foods inc,CALM,"",1182999.0,65325000.0,0.0767,0.0563,277,-41108.0,-3.358203,reduction,2.6800893,Q1 2018,CONSUMER STAPLES,13F,03/31/2022,42.88,
Chemed corporation,CHE,"",128500.0,65092000.0,0.0764,0.0856,278,-1600.0,-1.229823,reduction,0.8585029,Q1 2014,HEALTH CARE,13F,03/31/2022,348.94,
Lennar corp. class a,LEN,"",800233.0,64955000.0,0.0762,0.0186,279,671600.0,522.105525,addition,0.3138326,Q4 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,86.7944,
Uipath inc,PATH,"",2985730.0,64462000.0,0.0756,,280,2985730.0,,new,0.6458712,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,21.59,
Johnson controls international plc (tyco laboratories),JCI,"",967444.0,63435000.0,0.0744,,281,967444.0,,new,0.1390667,Q1 2022,INDUSTRIALS,13F,03/31/2022,65.57,
Otis worldwide corp,OTIS,"",823694.0,63383000.0,0.0744,0.069,282,186700.0,29.309538,addition,0.1948214,Q2 2020,INDUSTRIALS,13F,03/31/2022,69.9977,
American electric power company inc,AEP,"",634000.0,63254000.0,0.0742,0.1845,283,-1033100.0,-61.969888,reduction,0.1234558,Q1 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,80.47,
Asana  inc.,ASAN,"",1577500.0,63053000.0,0.074,0.1156,284,331400.0,26.594976,addition,1.5056845,Q2 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,87.9419,
Csg systems international inc.,CSGS,"",985494.0,62648000.0,0.0735,0.0724,285,-23900.0,-2.367757,reduction,3.0380908,Q3 2005,COMMUNICATIONS,13F,03/31/2022,30.38,
Medpace holdings inc,MEDP,"",380088.0,62179000.0,0.073,0.1069,286,-14800.0,-3.747898,reduction,1.1296297,Q3 2017,HEALTH CARE,13F,03/31/2022,70.53,
Calix inc,CALX,"",1447718.0,62122000.0,0.0729,0.1418,287,22391.0,1.570938,addition,2.2406390,Q2 2013,INFORMATION TECHNOLOGY,13F,03/31/2022,10.509,
Paycom software inc,PAYC,"",177317.0,61419000.0,0.0721,0.0766,288,28967.0,19.526121,addition,0.2942825,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,392.713,
Synchrony financial,SYF,"",1757300.0,61172000.0,0.0718,,289,1757300.0,,new,0.3504166,Q1 2022,FINANCE,13F,03/31/2022,34.81,
Digital realty trust  inc.,DLR,"",427683.0,60645000.0,0.0712,,290,427683.0,,new,0.1502369,Q3 2021,REAL ESTATE,13F,03/31/2022,141.8,
Iamgold corp,IAG,"",17418600.0,60617000.0,0.0711,0.0747,291,-1765494.0,-9.202905,reduction,3.6367419,Q2 2011,MATERIALS,13F,03/31/2022,3.81,
Ambarella inc,AMBA,"",571100.0,59920000.0,0.0703,0.0634,292,319900.0,127.348726,addition,1.4981596,Q1 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,82.1532,
Chesapeake energy corp,CHK,"",688120.0,59866000.0,0.0703,0.0075,293,594400.0,634.22962,addition,0.5407112,Q2 2021,ENERGY,13F,03/31/2022,82.2222,
